web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Pages,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/mån,Driftskostnad/år
"1693173359-1078","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3432%2C18.02912&amp;size=640x350&amp;zoom=14&amp;signature=LlOCQqd-ATgb9yJb2g8urJcTGG0=""/>Såld 2022-10-20Karlbergsvägen 80A, 4,5trLägenhetVasastan, Stockholms kommun<img alt=""Svensk Fastighetsförmedling Sthlm Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/73/80/7380eae8e412bea23a30d7cdd416f750.png""/>29 m²1 rum1 487 kr/månHissSlutpris 3 250 000 kr+9 %112 069 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-karlbergsvagen-80a,-4,5tr-5062616903646308435","Slutpris
  Karlbergsvägen 80A, 4,5tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","20 oktober 2022","3 250 000 kr","2 995 000 kr","Lägenhet","Bostadsrätt","1 rum","29 m²","","4 av 5, hiss finns","1912","1 487 kr/mån",""
"1693173367-1079","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.344448226%2C18.0364172906&amp;size=640x350&amp;zoom=14&amp;signature=7MkgYBS_feZXcjqaMzgZoXxy7tg=""/>Såld 2022-10-20Falugatan 16, 3trLägenhetVasastan - Röda Bergen, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>25 m²1 rum1 482 kr/månSlutpris 2 790 000 kr-4 %111 600 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-roda-bergen-stockholms-kommun-falugatan-16,-3tr-5553514383370928896","Slutpris
  Falugatan 16, 3tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","20 oktober 2022","2 790 000 kr","2 895 000 kr","Lägenhet","Bostadsrätt","1 rum","25 m²","","3 av 3, hiss finns ej","1925","1 482 kr/mån",""
"1693173376-1080","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33875%2C18.03454&amp;size=640x350&amp;zoom=14&amp;signature=7k2Unoi-i1r0nvXJ1U6IcG4pPLo=""/>Såld 2022-10-20Bråvallagatan 7, BVLägenhetVasastan, Stockholms kommun<img alt=""Svensk Fastighetsförmedling Sthlm Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/73/80/7380eae8e412bea23a30d7cdd416f750.png""/>41+15 m²2 rum2 449 kr/månUteplatsHissSlutpris 4 250 000 kr+9 %103 659 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-bravallagatan-7,-bv-6022142657599115092","Slutpris
  Bråvallagatan 7, BV","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","20 oktober 2022","4 250 000 kr","3 895 000 kr","Lägenhet","Bostadsrätt","2 rum","41 m²","","","1927","2 449 kr/mån",""
"1693173385-1081","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34653934687736%2C18.06157257667881&amp;size=640x350&amp;zoom=14&amp;signature=ExpHlq9BsUthN8rTsusqS8dVLBg=""/>Såld 2022-10-21<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/36/3e/363e3eea0bad33a21383f31589994c1c.png""/>ErikFriskSurbrunnsgatan 2LägenhetÖstermalm, Stockholms kommun<img alt=""SJÖMAN\FRISK"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/99/2f/992f7e0d32a89358704ddc282bd0c468.png""/>66 m²3 rum3 033 kr/månHissSlutpris 6 950 000 kr+2 %105 303 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-surbrunnsgatan-2-61817726116180032","Slutpris
  Surbrunnsgatan 2","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","6 950 000 kr","6 800 000 kr","Lägenhet","Bostadsrätt","3 rum","66 m²","","4 av 5, hiss finns","1897","3 033 kr/mån","12 600 kr/år"
"1693173394-1082","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3410225%2C18.04766&amp;size=640x350&amp;zoom=14&amp;signature=VRlQ3IFAKtiWI1tk9Lq4arBkhgE=""/>Såld 2022-10-21<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/1d/fd/1dfd81ff6dbe5b35b15d3cced0e9e649.jpg""/>ChristianMelkiVästmannagatan 49ALägenhetVasastan, Stockholms kommun<img alt=""Edward &amp; Partners Fastighetsmäklare AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/7b/d9/7bd901ea4c722b1e3a65c4234743a0af.jpg""/>65 m²2 rum3 056 kr/månSlutpris 6 750 000 kr+7 %103 846 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-vastmannagatan-49a-707899167385622090","Slutpris
  Västmannagatan 49A","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","6 750 000 kr","6 295 000 kr","Lägenhet","Bostadsrätt","2 rum","65 m²","Nej","","1895","3 056 kr/mån","7 500 kr/år"
"1693173402-1083","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3482971%2C18.0363522&amp;size=640x350&amp;zoom=14&amp;signature=Pbt96MlP0kUNfj8lzyWBTARuwjM=""/>Såld 2022-10-21<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/23/c0/23c0e9d2c78ce923778d4dc13e41dc19.jpg""/>ChristerKarkenneHälsingegatan 51 (35 + 17 kvm)LägenhetVasastan Hagastaden, Stockholms kommun<img alt=""FANTASTIC FRANK"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/45/13/45131277d8b39470c86160404c556adc.png""/>35+17 m²1.5 rum2 175 kr/månBalkongHissSlutpris 4 900 000 kr-3 %140 000 kr/m²","https://www.hemnet.se/salda/lagenhet-1,5rum-vasastan-hagastaden-stockholms-kommun-halsingegatan-51-35-17-kvm-6972986791143368664","Slutpris
  Hälsingegatan 51 (35 + 17 kvm)","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","4 900 000 kr","5 050 000 kr","Lägenhet","Bostadsrätt","1,5 rum","35 m²","Ja","3 av 6, hiss finns","2019","2 175 kr/mån","5 700 kr/år"
"1693173410-1084","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34438%2C18.0622616&amp;size=640x350&amp;zoom=14&amp;signature=KmRHK3CQlQbqYBc7NJVSHtZG8Qw=""/>Såld 2022-10-21<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/5b/dd/5bdd63a4bb8026f8eae7cd4f5d6e9eac.jpg""/>Jarlaplan 4, ½trLägenhetÖstermalm/Vasastan, Stockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>20 m²1 rum780 kr/månHissSlutpris 3 020 000 kr+4 %151 000 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-vasastan-stockholms-kommun-jarlaplan-4,-tr-7070089160278066191","Slutpris
  Jarlaplan 4, ½tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","3 020 000 kr","2 895 000 kr","Lägenhet","Bostadsrätt","1 rum","20 m²","Nej","","1915","780 kr/mån","4 600 kr/år"
"1693173418-1085","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34417%2C18.0472069&amp;size=640x350&amp;zoom=14&amp;signature=LMMvEq94miBhOZkJOEo8CGnuJqQ=""/>Såld 2022-10-21Upplandsgatan 60, 5trLägenhetVasastan, Stockholms kommun<img alt=""Erik Olsson Fastighetsförmedling"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6f/47/6f472408571111fc3d41d0dff42955b9.png""/>69 m²2 rum2 381 kr/månBalkongHissSlutpris 7 325 000 kr-5 %106 159 kr/m²","https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-upplandsgatan-60,-5tr-8340313382503266354","Slutpris
  Upplandsgatan 60, 5tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","7 325 000 kr","7 750 000 kr","Lägenhet","Bostadsrätt","2 rum","69 m²","Ja","5 av 6, hiss finns","1907","2 381 kr/mån","5 880 kr/år"
"1693173426-1086","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34087%2C18.0486717&amp;size=640x350&amp;zoom=14&amp;signature=O9-m6jtmHmUPGGBgP2ODwXPBVg4=""/>Såld 2022-10-21Västmannagatan 46LägenhetStockholms kommun<img alt=""Nomad Mäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/71/76/717681802df85babe7646bc03c4fb0f4.png""/>64 m²3 rum246 kr/månHissSlutpris 6 100 000 kr+2 %95 313 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastaden-stockholms-kommun-vastmannagatan-46-8778159466908311218","Slutpris
  Västmannagatan 46","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","6 100 000 kr","5 995 000 kr","Lägenhet","Bostadsrätt","3 rum","64 m²","Nej","5 av 7, hiss finns","1969","246 kr/mån","8 000 kr/år"
"1693173434-1087","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.341724%2C18.038336&amp;size=640x350&amp;zoom=14&amp;signature=M9wyfsyRKdQ0GSZ234RqYiEKMtw=""/>Såld 2022-10-21Sankt Eriksgatan 92LägenhetVasastan - S:t Eriksplan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>26 m²1 rum1 203 kr/månHissSlutpris 2 950 000 kr+9 %113 462 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-s-t-eriksplan-stockholms-kommun-sankt-eriksgatan-92-2306308539930699976","Slutpris
  Sankt Eriksgatan 92","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","2 950 000 kr","2 695 000 kr","Lägenhet","Bostadsrätt","1 rum","26 m²","","1, hiss finns","1914","1 203 kr/mån",""
"1693173442-1088","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3431550052%2C18.0291867256&amp;size=640x350&amp;zoom=14&amp;signature=GiRNsloC9WbskoEyrym5euXqVv0=""/>Såld 2022-10-21Karlbergsvägen 80 A, 3,5trLägenhetVasastan - Birkastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>29 m²1 rum1 487 kr/månBalkongHissSlutpris 3 225 000 kr+1 %111 207 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-birkastan-stockholms-kommun-karlbergsvagen-80-a,-3,5tr-9035941399126795373","Slutpris
  Karlbergsvägen 80 A, 3,5tr","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","3 225 000 kr","3 195 000 kr","Lägenhet","Bostadsrätt","1 rum","29 m²","Ja","3,5 av 5, hiss finns","1912","1 487 kr/mån",""
"1693173450-1089","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","<img alt=""Falugatan 19, Vasastan - Röda Bergen, Stockholms kommun"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" src=""https://bilder.hemnet.se/images/itemgallery_cut/03/70/0370b908a89a261efba3a95a873499a7.jpg""/>Såld 2022-10-21Falugatan 19LägenhetVasastan - Röda Bergen, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>22 m²1 rum1 374 kr/månSlutpris 2 475 000 kr+8 %112 500 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-roda-bergen-stockholms-kommun-falugatan-19-1624004579085334406","Slutpris
  Falugatan 19","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","2 475 000 kr","2 295 000 kr","Lägenhet","Bostadsrätt","1 rum","22 m²","","0,5","1925","1 374 kr/mån",""
"1693173459-1090","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3475180606%2C18.0509233296&amp;size=640x350&amp;zoom=14&amp;signature=k4ND1ktN2nddbgeTVuc1YIaroBw=""/>Såld 2022-10-21Vanadisvägen 5, 4tr.LägenhetVasastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>78 m²2.5 rum4 404 kr/månHissSlutpris 6 400 000 kr-1 %82 051 kr/m²","https://www.hemnet.se/salda/lagenhet-2,5rum-vasastan-stockholms-kommun-vanadisvagen-5,-4tr,-6954295213772530913","Slutpris
  Vanadisvägen 5, 4tr.","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=925970&page=29","21 oktober 2022","6 400 000 kr","6 495 000 kr","Lägenhet","Bostadsrätt","2,5 rum","78 m²","","4, hiss finns","1929","4 404 kr/mån",""
