web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Pages
"1693423544-392","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33388%2C18.03797&amp;size=640x350&amp;zoom=14&amp;signature=98Tp55726LV8F_t3jR2LspXvP54=""/>Såld 2023-02-10<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/db/0d/db0d49f45b92107605120b96f857e2f7.png""/>Fleminggatan 26LägenhetKungsholmen, Stockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>22,2 m²1 rum1 069 kr/månSlutpris 2 710 000 kr+9 %122 072 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-fleminggatan-26-3577672673245914915","Slutpris
  Fleminggatan 26","10 februari 2023","2 710 000 kr","2 495 000 kr","Lägenhet","Bostadsrätt","1 rum","22,2 m²","Nej","1, hiss finns ej","1923","1 069 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423552-393","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.340087660089814%2C18.08174949512902&amp;size=640x350&amp;zoom=14&amp;signature=95aJY-ED-R2fhpxK0qyUqJTqN3Q=""/>Såld 2023-02-10<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/70/56/7056481ea062e4edc2be5b93c5345793.jpg""/>VeronicaAnderssonNybrogatan 56LägenhetÖstermalm, Stockholms kommun<img alt=""Behrer &amp; Partners"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/52/48/5248c2bdfed370e7e6ac0dd9ee223cff.png""/>33 m²1 rum1 772 kr/månSlutpris 4 000 000 kr+14 %121 212 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-nybrogatan-56-5204114326671064311","Slutpris
  Nybrogatan 56","10 februari 2023","4 000 000 kr","3 495 000 kr","Lägenhet","Bostadsrätt","1 rum","33 m²","","2 av 5","1883","1 772 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423560-394","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.336605%2C18.086601&amp;size=640x350&amp;zoom=14&amp;signature=V1JUDusM5Vo2gbtqfXzwsOdNFLA=""/>Såld 2023-02-10Grevgatan 49LägenhetÖstermalm, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm – Östermalm"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>33 m²1 rum1 996 kr/månBalkongHissSlutpris 3 925 000 kr+3 %118 939 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-grevgatan-49-3965052943637789350","Slutpris
  Grevgatan 49","10 februari 2023","3 925 000 kr","3 795 000 kr","Lägenhet","Bostadsrätt","1 rum","33 m²","Ja","3, hiss finns","1947","1 996 kr/mån","3 550 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423568-395","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34622%2C18.0402374&amp;size=640x350&amp;zoom=14&amp;signature=WRRjfve55hbklEEpl4OHL6xc8jo=""/>Såld 2023-02-11Sankt Eriksgatan 120, 3tr!LägenhetVasastan, Stockholms kommun<img alt=""Alicia Edelman Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png""/>39 m²1 rum3 230 kr/månBalkongSlutpris 3 700 000 kr+4 %94 872 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-sankt-eriksgatan-120,-3tr-7290967417156261853","Slutpris
  Sankt Eriksgatan 120, 3tr!","11 februari 2023","3 700 000 kr","3 550 000 kr","Lägenhet","Bostadsrätt","1 rum","39 m²","Ja","3 av 5, hiss finns ej","1924","3 230 kr/mån","11 200 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423576-396","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34285795722859%2C18.067556823634355&amp;size=640x350&amp;zoom=14&amp;signature=dlHFkYefdh1HGRJV5kgheZOSulE=""/>Såld 2023-02-13<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/70/56/7056481ea062e4edc2be5b93c5345793.jpg""/>VeronicaAnderssonKarlavägen 18LägenhetÖstermalm, Stockholms kommun<img alt=""Behrer &amp; Partners"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/52/48/5248c2bdfed370e7e6ac0dd9ee223cff.png""/>33 m²1 rum1 410 kr/månHissSlutpris 4 470 000 kr+21 %135 455 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-karlavagen-18-5805602155881425006","Slutpris
  Karlavägen 18","13 februari 2023","4 470 000 kr","3 695 000 kr","Lägenhet","Bostadsrätt","1 rum","33 m²","Nej","1 av 6, hiss finns","1927","1 410 kr/mån","3 600 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423584-397","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.344079356563384%2C18.0388313789508&amp;size=640x350&amp;zoom=14&amp;signature=3DryS-vx5_WWrTIpcoOBGKHtS3g=""/>Såld 2023-02-13<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/8b/64/8b643236b3df8bd8bc97b3355f44fc38.jpg""/>OskarVilgotssonSankt Eriksgatan 103LägenhetVasastan, Stockholms kommun<img alt=""SJÖMAN\FRISK"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/99/2f/992f7e0d32a89358704ddc282bd0c468.png""/>26 m²1 rum1 013 kr/månHissSlutpris 3 150 000 kr+5 %121 154 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-sankt-eriksgatan-103-8335208928746897943","Slutpris
  Sankt Eriksgatan 103","13 februari 2023","3 150 000 kr","3 000 000 kr","Lägenhet","Bostadsrätt","1 rum","26 m²","Nej","3 av 4, hiss finns","1927","1 013 kr/mån","5 300 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423592-398","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34023%2C18.0835552&amp;size=640x350&amp;zoom=14&amp;signature=XrEti0_3aeBhm1HoRJeFhIKcPBw=""/>Såld 2023-02-13Sibyllegatan 42LägenhetÖstermalm, Stockholms kommun<img alt=""Bjurfors Östermalm/Lidingö"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/a7/97/a797d617963cb956b85e8a6bb4fb6079.png""/>31 m²1 rum2 090 kr/månHissSlutpris 4 100 000 kr+8 %132 258 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-sibyllegatan-42-3220992020877735444","Slutpris
  Sibyllegatan 42","13 februari 2023","4 100 000 kr","3 795 000 kr","Lägenhet","Bostadsrätt","1 rum","31 m²","Nej","1 av 5, hiss finns","1898","2 090 kr/mån","5 400 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423600-399","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3288950597402%2C18.0350784453863&amp;size=640x350&amp;zoom=14&amp;signature=SPStJyl2TYm41hyuNVKjnC0-m_Q=""/>Såld 2023-02-14Pontonjärgatan 18, 1tr/vån 2LägenhetKungsholmen, Stockholms kommun<img alt=""Mäklarhuset Stockholm Innerstan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/76/e4/76e440e6e695b34768db8a49672d14b7.png""/>28,5 m²1 rum1 715 kr/månHissSlutpris 3 075 000 kr+8 %107 895 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-pontonjargatan-18,-1tr-van-2-3315100722960053518","Slutpris
  Pontonjärgatan 18, 1tr/vån 2","14 februari 2023","3 075 000 kr","2 845 000 kr","Lägenhet","Bostadsrätt","1 rum","28,5 m²","","1 av 4, hiss finns","1931","1 715 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423609-400","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3331146%2C18.01673&amp;size=640x350&amp;zoom=14&amp;signature=DHhMMDW3IJSS-4okYYDVo6q1vp0=""/>Såld 2023-02-14<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/f3/4a/f34a6ae3a66c9c8eb8d23702f5934902.jpg""/>JakobGustavssonLindhagensgatan 63, 2trLägenhetKungsholmen - Thorildsplan, Stockholms kommun<img alt=""Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png""/>27,5 m²1 rum1 843 kr/månSlutpris 2 850 000 kr+7 %103 636 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-thorildsplan-stockholms-kommun-lindhagensgatan-63,-2tr-8010793161742008995","Slutpris
  Lindhagensgatan 63, 2tr","14 februari 2023","2 850 000 kr","2 675 000 kr","Lägenhet","Bostadsrätt","1 rum","27,5 m²","Nej","2 av 4, hiss finns ej","1926","1 843 kr/mån","4 032 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423617-401","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33754937325704%2C18.087236249150028&amp;size=640x350&amp;zoom=14&amp;signature=DMBeqm7cVzigCZSYIV7eDkUuUzo=""/>Såld 2023-02-14<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/ce/34/ce34986b5f005412b7cdc6df58700d58.jpg""/>StinaHolmbergGrevgatan 57LägenhetÖstermalm, Stockholms kommun<img alt=""Per Jansson Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/9c/63/9c63ca4d55d10d0016abbc824264c213.jpg""/>36 m²1 rum1 649 kr/månHissSlutpris 4 200 000 kr+6 %116 667 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-grevgatan-57-8084658807868511823","Slutpris
  Grevgatan 57","14 februari 2023","4 200 000 kr","3 950 000 kr","Lägenhet","Bostadsrätt","1 rum","36 m²","","","1905","1 649 kr/mån","5 900 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
"1693423625-402","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3354263%2C18.0360737&amp;size=640x350&amp;zoom=14&amp;signature=kC2zY-cnb95wWRC4nififxBKpOo=""/>Såld 2023-02-15<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/da/d6/dad6e0bc9a7b72fd6c3d717d2c0a3457.png""/>VilhelmÅmanInedalsgatan 15, 5trLägenhetKungsholmen, Stockholms kommun<img alt=""Bjurfors Kungsholmen"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/a7/97/a797d617963cb956b85e8a6bb4fb6079.png""/>20 m²1 rum1 640 kr/månHissSlutpris 3 100 000 kr+7 %155 000 kr/m²","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-inedalsgatan-15,-5tr-560709994727276331","Slutpris
  Inedalsgatan 15, 5tr","15 februari 2023","3 100 000 kr","2 895 000 kr","Lägenhet","Bostadsrätt","1 rum","20 m²","Nej","5, hiss finns","1911","1 640 kr/mån","6 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=1&rooms_min=1&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=8"
