web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Pages
"1693472436-907","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.346405466073385%2C18.057707272647956&amp;size=640x350&amp;zoom=14&amp;signature=xiujCPhuAdqYSl8kSa4-48EMqCE=""/>Såld 2023-03-22<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/ee/ed/eeed2df3a8e2a48d9da6300a06a2f833.jpg""/>DanielLevinTulegatan 45, 3 trLägenhetVasastan, Stockholms kommun<img alt=""Behrer &amp; Partners"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/52/48/5248c2bdfed370e7e6ac0dd9ee223cff.png""/>90 m²4 rum1 295 kr/månBalkongHissSlutpris 8 825 000 kr+1 %98 056 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-tulegatan-45,-3-tr-7218884161991168626","Slutpris
  Tulegatan 45, 3 tr","22 mars 2023","8 825 000 kr","8 750 000 kr","Lägenhet","Bostadsrätt","4 rum","90 m²","Ja","3 av 8, hiss finns","1967","1 295 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472444-908","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34473%2C18.05122&amp;size=640x350&amp;zoom=14&amp;signature=mqbbGYCk33LdsP-JrgHsAG-EnkQ=""/>Såld 2023-03-22Hagagatan 15C, 3trLägenhetVasastan, Stockholms kommun<img alt=""Erik Olsson Fastighetsförmedling"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6f/47/6f472408571111fc3d41d0dff42955b9.png""/>77 m²3 rum3 930 kr/månBalkongHissSlutpris 8 420 000 kr+12 %109 351 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-hagagatan-15c,-3tr-7982808063795521893","Slutpris
  Hagagatan 15C, 3tr","22 mars 2023","8 420 000 kr","7 495 000 kr","Lägenhet","Bostadsrätt","3 rum","77 m²","Ja","3 av 5, hiss finns","1979","3 930 kr/mån","8 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472452-909","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33817153073669%2C18.009233214568372&amp;size=640x350&amp;zoom=14&amp;signature=4bb0EtUDP8AgMAp5-p69slbqeqY=""/>Såld 2023-03-22Nordenflychtsvägen 62, vån 7LägenhetVästra Kungsholmen - Hornsbergs strand, Stockholms kommun<img alt=""Diplomat Fastighetmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/a5/e2/a5e206710f2bc8d629e7cc8bbd8377a2.png""/>108 m²4 rum4 035 kr/månBalkongHissSlutpris 10 775 000 kr-2 %99 769 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vastra-kungsholmen-hornsbergs-strand-stockholms-kommun-nordenflychtsvagen-62,-van-7-4975109519449662472","Slutpris
  Nordenflychtsvägen 62, vån 7","22 mars 2023","10 775 000 kr","11 000 000 kr","Lägenhet","Bostadsrätt","4 rum","108 m²","Ja","7, hiss finns","2017","4 035 kr/mån","13 800 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472460-910","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3420767194%2C18.0516110101&amp;size=640x350&amp;zoom=14&amp;signature=Ge4DgTHXzgISgrLKgHZRHl8Q66c=""/>Såld 2023-03-22Norrtullsgatan 13LägenhetVasastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>80,2 m²3 rum2 472 kr/månBalkongHissSlutpris 7 900 000 kr+4 %98 504 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-norrtullsgatan-13-4775754321642841198","Slutpris
  Norrtullsgatan 13","22 mars 2023","7 900 000 kr","7 595 000 kr","Lägenhet","Bostadsrätt","3 rum","80,2 m²","Ja","2, hiss finns","1937","2 472 kr/mån","12 814 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472468-911","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3473047346%2C18.0593883975&amp;size=640x350&amp;zoom=14&amp;signature=cft_ESS-2lhVGMxUUivAvWdqjzY=""/>Såld 2023-03-22Roslagsgatan 28, 8trLägenhetVasastan, Stockholms kommun<img alt=""Fastighetsbyrån Stockholm - Vasastan"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png""/>113 m²4 rum4 425 kr/månBalkongHissSlutpris 16 500 000 kr-8 %146 018 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-roslagsgatan-28,-8tr-2211234258901970712","Slutpris
  Roslagsgatan 28, 8tr","22 mars 2023","16 500 000 kr","17 995 000 kr","Lägenhet","Bostadsrätt","4 rum","113 m²","Ja","8 av 8, hiss finns","1974","4 425 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472476-912","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.330864%2C18.02422&amp;size=640x350&amp;zoom=14&amp;signature=DUHPgu2m2c4tYpd0RA-2tkL_Ojw=""/>Såld 2023-03-23Sysslomansgatan 24, 2 trLägenhetKungsholmen, Stockholms kommun89 m²3 rum5 245 kr/månBalkongHissSlutpris 7 750 000 kr+7 %87 079 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-sysslomansgatan-24,-2-tr-3532343136054543599","Slutpris
  Sysslomansgatan 24, 2 tr","23 mars 2023","7 750 000 kr","7 250 000 kr","Lägenhet","Bostadsrätt","3 rum","89 m²","Ja","2 av 8, hiss finns","1939","5 245 kr/mån","10 560 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472484-913","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.34056%2C18.0385914&amp;size=640x350&amp;zoom=14&amp;signature=5_A1unsLyKh-ctIP72CmYC02FUg=""/>Såld 2023-03-23Torsgatan 38, 4 trLägenhetVasastan, Stockholms kommun<img alt=""Notar"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/20/cc/20cc4b76ca46cc2250eb9f2561a63e8c.png""/>83 m²3.5 rum3 811 kr/månBalkongHissSlutpris 8 800 000 kr+4 %106 024 kr/m²","https://www.hemnet.se/salda/lagenhet-3,5rum-vasastan-stockholms-kommun-torsgatan-38,-4-tr-5604513207400814605","Slutpris
  Torsgatan 38, 4 tr","23 mars 2023","8 800 000 kr","8 495 000 kr","Lägenhet","Bostadsrätt","3,5 rum","83 m²","Ja","","","3 811 kr/mån","16 284 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472492-914","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.32596042567841%2C18.019241655205338&amp;size=640x350&amp;zoom=14&amp;signature=svBHcIXkjj6ZgBNByFas47x1EDI=""/>Såld 2023-03-23<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/25/c4/25c4f5ad071749993c4359703c8875d3.jpg""/>HelenaUllhagFyrverkarbacken 42, 8 trLägenhetKungsholmen, Stockholms kommun<img alt=""Karlsson &amp; Uddare AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/62/4e/624eae10fc2ff9543773c0928ffbee12.jpg""/>123,3 m²5 rum3 609 kr/månBalkongHissSlutpris 11 000 000 kr±0 %89 213 kr/m²","https://www.hemnet.se/salda/lagenhet-5rum-kungsholmen-stockholms-kommun-fyrverkarbacken-42,-8-tr-8292477008261203466","Slutpris
  Fyrverkarbacken 42, 8 tr","23 mars 2023","11 000 000 kr","11 000 000 kr","Lägenhet","Bostadsrätt","5 rum","123,3 m²","Ja","8 av 9, hiss finns","1963","3 609 kr/mån","7 200 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472500-915","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33654240000001%2C18.0145096&amp;size=640x350&amp;zoom=14&amp;signature=TrlMPtiOA5JHko2T_eUKrHonHUc=""/>Såld 2023-03-23Warfvinges Väg 18, vån 2LägenhetKungsholmen - Hornsbergs strand, Stockholms kommun<img alt=""Diplomat Fastighetmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/a5/e2/a5e206710f2bc8d629e7cc8bbd8377a2.png""/>88 m²4 rum5 729 kr/månUteplatsHissSlutpris 8 230 000 kr+11 %93 523 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-hornsbergs-strand-stockholms-kommun-warfvinges-vag-18,-van-2-556257536424017160","Slutpris
  Warfvinges Väg 18, vån 2","23 mars 2023","8 230 000 kr","7 395 000 kr","Lägenhet","Bostadsrätt","4 rum","88 m²","","2 av 15, hiss finns","2015","5 729 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472508-916","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33951925998112%2C18.08488199681197&amp;size=640x350&amp;zoom=14&amp;signature=_m8llYudL3Mn3sR_LBR9NUvDwfY=""/>Såld 2023-03-24<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/44/22/4422fbea203c2069894ec2aaa9e2d2a0.png""/>MartinSjömanTyskbagargatan 14LägenhetÖstermalm, Stockholms kommun<img alt=""SJÖMAN\FRISK"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/99/2f/992f7e0d32a89358704ddc282bd0c468.png""/>66,1 m²3 rum2 824 kr/månBalkongHissSlutpris 10 500 000 kr-4 %158 850 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-tyskbagargatan-14-5288492615901922526","Slutpris
  Tyskbagargatan 14","24 mars 2023","10 500 000 kr","10 950 000 kr","Lägenhet","Bostadsrätt","3 rum","66,1 m²","Ja","4 av 5, hiss finns","1886","2 824 kr/mån","8 400 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
"1693472516-917","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.338246805677386%2C18.07903196809801&amp;size=640x350&amp;zoom=14&amp;signature=pfYlZNrKBF-KLbnSG7sHCwc7R9w=""/>Såld 2023-03-24<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/03/9a/039ae706e1ae2476ddec156505507425.jpg""/>EmilHoffmanNybrogatan 57, 3 trLägenhetÖstermalm, Stockholms kommun<img alt=""BlumenthalHoffman Fastighetsmäkleri"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/04/fe/04feb3f57be21cdd627ab164618fd23f.jpg""/>115 m²4 rum5 577 kr/månBalkongHissSlutpris 15 375 000 kr-4 %133 696 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-stockholms-kommun-nybrogatan-57,-3-tr-6816863417333967363","Slutpris
  Nybrogatan 57, 3 tr","24 mars 2023","15 375 000 kr","15 950 000 kr","Lägenhet","Bostadsrätt","4 rum","115 m²","Ja","3 av 6, hiss finns","1936","5 577 kr/mån","14 400 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=12"
